ID,DIS_sent,DIS_received,DIO_sent,DIO_received,DAO_sent,DAO_received,E_CPU_mJ,E_LPM_mJ,E_TX_mJ,E_RX_mJ,Power_mW,attack,msgs_sent_total,msgs_recv_total,msgs_total,E_total_mJ,TX_RX_ratio,CPU_LPM_ratio,msgs_sent_recv_ratio,E_per_msg_mJ,Power_over_Etotal
17,3.6635616461296463,0.6931471805599453,6.674561391814426,4.3694478524670215,6.852242569051878,2.1972245773362196,1202.1427001953125,536.1962341918945,431.2808349609375,1499.1284545898438,267.5990646573696,0,1774,87,1861,3668.748223937988,0.2876877119103491,2.241982736049665,20.39080459746677,1.9713853970639528,0.0729401551491748
18,3.6635616461296463,0.6931471805599453,6.739336627357174,4.709530201312334,6.837332814685591,3.044522437723423,1255.3554748535155,534.5517888336182,397.7048034667968,1518.8309326171875,270.3364923074355,0,1813,131,1944,3706.442999771118,0.2618492914028464,2.3484262910995564,13.839694656382903,1.9066064813627632,0.0729369080609243
19,0.0,4.343805421853684,5.2832037287379885,7.680637427560936,0.0,4.2626798770413155,546.0814270019532,208.3657012939453,31.210400390625,77728.36534423828,14577.299005609382,0,196,2311,2507,78514.0228729248,0.0004015316706121,2.6207836683685546,0.0848117697965881,31.31791897602453,0.1856649101932097
20,3.7612001156935624,0.6931471805599453,6.148468295917647,4.454347296253507,1.9459101490553132,0.0,517.5804748535155,201.88187448120115,78.50868530273438,553.7451416015625,259.48186658894656,0,515,86,601,1351.7161762390135,0.1417776507718457,2.563778824528142,5.988372092953624,2.249111774104433,0.1919647564703497
21,0.0,0.6931471805599453,5.955837369464831,3.9889840465642745,6.089044875446846,2.772588722239781,482.5325500488281,202.23712074279788,177.538623046875,587.8057983398438,279.27062658685384,0,825,69,894,1450.114092178345,0.3020361887344429,2.385974188487977,11.956521738957152,1.6220515572446563,0.192585278698412
22,0.0,0.6931471805599453,6.267200548541362,2.995732273553991,1.9459101490553132,0.0,438.8055358886719,202.46871913146973,87.06000366210937,523.11826171875,242.25859083900468,0,532,20,552,1251.452520401001,0.1664250897605826,2.1672757044586897,26.59999999867,2.267124131157127,0.1935819273121001
23,3.6635616461296463,0.0,6.113682179832232,3.9512437185814275,6.054439346269371,2.8903717578961645,498.5399047851562,206.4543359985352,207.25158691406247,604.2776000976562,285.8639158862376,0,914,68,982,1516.52342779541,0.3429741345372159,2.414770812981513,13.44117647039057,1.5443212095660548,0.1884995052807151
24,3.6888794541139363,0.6931471805599453,6.042632833682381,2.8903717578961645,1.9459101490553132,0.0,441.4453857421875,204.17474642944336,75.12352294921874,522.3058593750001,238.65385376299983,0,465,18,483,1243.0495144958495,0.14383051922674,2.1620959176387453,25.83333333189815,2.5736014792821447,0.1919906254575868
25,0.0,1.0986122886681098,6.652863029353347,3.9318256327243257,3.8501476017100584,3.8501476017100584,195.5604858398437,218.0540991668701,119.93988647460938,588.3996093750001,209.5625755787109,1,820,98,918,1121.9540808563231,0.2038408669268255,0.8968438868433768,8.36734693869013,1.2221722013672127,0.1867835583953463
26,0.0,1.0986122886681098,6.0867747269123065,4.30406509320417,1.9459101490553132,3.4965075614664802,531.2414794921875,208.872741897583,69.55911254882812,583.6714965820313,258.668861504861,0,445,107,552,1393.34483052063,0.1191751061274119,2.5433738967726525,4.158878504634029,2.524175417605264,0.1856459763862062
27,0.0,4.343805421853684,5.54907608489522,7.913155185928068,0.0,4.532599493153256,631.9450195312501,240.7258180847168,41.61280517578125,89806.18919677736,14577.486215622335,0,256,2900,3156,90720.4728395691,0.0004633623311262,2.625165113391491,0.088275862068935,28.74539697070353,0.1606857389445173
28,3.7612001156935624,0.0,6.222576268071369,4.634728988229636,2.1972245773362196,0.0,614.829913330078,241.05166548156737,84.608349609375,659.9219970703125,257.3981445690586,0,553,102,655,1600.411925491333,0.1282096217202349,2.5506146663589098,5.421568627397828,2.4433769854792207,0.1608324334935679
29,0.0,0.0,6.129050210060545,4.290459441148391,6.340359303727752,3.2188758248682006,571.8670532226562,238.15635630798343,218.3342102050781,702.4612426757812,282.9336882766706,0,1024,96,1120,1730.818862411499,0.3108131765008119,2.4012252374264467,10.666666666555557,1.5453739842946017,0.1634681100495426
30,0.0,0.6931471805599453,6.452048954437226,3.091042453358316,3.4339872044851463,0.0,529.5068481445313,243.05954507446293,110.92659301757811,633.2745117187501,244.4998345762945,0,663,22,685,1516.7674979553224,0.1751635206607962,2.1785067028745355,30.136363634993803,2.214259121099428,0.1611979653478408
31,3.6635616461296463,0.0,6.1092475827643655,4.07753744390572,6.295266001439646,3.2188758248682006,582.3501525878906,243.00941432189944,230.56539916992185,713.3271240234376,283.4872937150989,0,1028,82,1110,1769.2520901031496,0.3232253357605718,2.396409843670053,12.536585365700772,1.593920801893293,0.1602300177011016
32,3.6635616461296463,0.6931471805599453,6.317164686747284,3.091042453358316,2.1972245773362196,0.0,514.2460144042968,236.2043006286621,102.19844970703124,612.0505004882813,242.9734045602507,0,599,22,621,1464.6992652282715,0.1669771524168879,2.177123841663528,27.227272726035125,2.358613953664916,0.1658862063552805
33,0.0,0.6931471805599453,6.927557906278317,3.9889840465642745,4.61512051684126,4.110873864173311,229.82052612304688,252.01231768798823,160.58095092773436,688.7915405273438,215.0477779662103,1,1119,114,1233,1331.2053352661133,0.2331343250884865,0.911941639323644,9.815789473598109,1.079647473856475,0.1615436569168045
34,0.0,0.6931471805599453,6.248042874508429,4.532599493153256,2.1972245773362196,3.4965075614664802,612.9823974609375,241.26968211364743,83.13480834960937,677.8723022460938,259.62168423595546,0,524,125,649,1615.259190170288,0.1226408101850805,2.540652402275965,4.191999999966463,2.4888431281476104,0.1607306652800559
35,0.0,4.174387269895637,5.666426688112432,7.941295570906532,0.0,4.624972813284271,683.6706848144531,261.61294308471685,41.60006103515624,97563.4301879883,14577.111591639134,0,288,2975,3263,98550.31387692262,0.0004263898978848,2.613290752172189,0.096806722689043,30.202364044404664,0.1479154253110145
36,3.7612001156935624,0.6931471805599453,6.261491684321042,4.634728988229636,2.3978952727983707,0.0,667.2861145019531,262.1135271148682,87.63826904296874,712.86240234375,255.9020434852288,0,575,103,678,1729.90031300354,0.1229385485259267,2.5457904513526954,5.582524271790461,2.551475387907063,0.1479287803820156
37,0.0,0.6931471805599453,6.154858094016418,4.219507705176107,6.546785410760524,3.4965075614664802,622.4492065429688,260.4746900939941,232.6092407226562,765.6960937499999,281.26038319394445,0,1166,100,1266,1881.229231109619,0.303787942267209,2.389672510277156,11.6599999998834,1.4859630577473404,0.1495088310040223
38,0.0,0.6931471805599453,6.304448802421981,3.1354942159291497,2.302585092994046,0.0,581.5696838378907,264.95341154479985,93.65350341796874,680.3766357421875,239.80874107868644,0,555,23,578,1620.553234542847,0.1376494995535367,2.1949884715387427,24.130434781559547,2.803725319273432,0.1479795516536596
39,3.6888794541139363,0.0,5.8944028342648505,4.189654742026425,6.541029999189903,3.4011973816621555,607.327459716797,256.07780346679687,215.80131225585936,748.7561279296876,278.13797555675256,0,1093,94,1187,1827.9627033691409,0.288213083280216,2.3716520974968907,11.627659574344388,1.5399854282793606,0.1521573580489147
40,3.6888794541139363,0.6931471805599453,6.230481447578482,3.1354942159291497,2.302585092994046,0.0,581.5550170898437,263.81282839965826,91.08715209960936,676.3972412109375,239.6366323013304,0,555,23,578,1612.8522388000488,0.1346651738797804,2.2044228122471115,24.130434781559547,2.7904017972270907,0.1485794089106822
41,0.0,1.0986122886681098,7.034387929915503,4.204692619390966,4.356708826689592,4.248495242049359,246.88833618164065,271.6291442871094,170.89892578125,743.2121704101562,214.7383181161144,1,1211,137,1348,1432.6285766601563,0.2299463498918567,0.9089169603971992,8.83941605832964,1.062780843218912,0.1498911313193106
42,0.0,0.6931471805599453,6.309918278226516,4.5217885770490405,2.302585092994046,3.295836866004329,649.8343322753906,255.3214014129639,88.55266113281249,709.8382690429687,258.7110153984122,0,558,118,676,1703.5466638641358,0.1247504748540506,2.5451620141383504,4.728813559281959,2.520039443582272,0.1518661160777533
43,0.0,4.406719247264253,5.54907608489522,7.751475318021456,0.0,4.3694478524670215,572.8329162597656,202.8296934814453,41.61280517578125,76069.22977294921,14584.179461626629,0,256,2483,2739,76886.5051878662,0.0005470386028619,2.8242063892353304,0.1031010873942396,28.07101321206212,0.1896845151953665
44,3.6635616461296463,0.0,6.240275845170769,3.332204510175204,5.459585514144159,0.0,465.885791015625,203.57590173339847,186.51527709960936,565.4096557617188,273.12494545241304,0,784,27,811,1421.3866256103515,0.329876356370332,2.288511493975633,29.0370370359616,1.752634556854006,0.1921538732186533
45,0.0,0.0,5.846438775057725,3.8501476017100584,2.1972245773362196,2.1972245773362196,465.7521423339844,205.25182662963869,57.875921630859374,542.5625610351564,242.0781983858597,0,353,54,407,1271.4424516296388,0.1066714251722992,2.269174165120244,6.537037036915981,3.1239372275835744,0.1903965044390265
46,0.0,1.3862943611198906,6.066108090103747,4.04305126783455,3.8501476017100584,1.6094379124341003,485.1076354980469,200.96512088012696,75.37362670898438,544.4868530273438,252.9216182666052,0,476,63,539,1305.933236114502,0.1384305723632609,2.4138897007157443,7.555555555435626,2.4228816996513527,0.1936711703723235
47,3.6888794541139363,0.0,6.424869023905388,3.4657359027997265,3.970291913552122,2.4849066497880004,467.1563598632813,199.82617433166504,115.8697265625,553.6848999023438,260.8700683243688,0,707,42,749,1336.53716065979,0.2092701581399949,2.3378136594136683,16.83333333293254,1.7844287859252412,0.1951835504486784
48,3.784189633918261,1.0986122886681098,6.091309882077698,3.784189633918261,3.970291913552122,2.4849066497880004,471.1476928710937,192.8686475830078,83.7481201171875,530.4660278320313,257.73833391175924,0,536,56,592,1278.23048840332,0.1578765005165381,2.44284231145384,9.571428571257654,2.1591731222992583,0.2016368223492361
49,0.0,0.0,5.991464547107982,3.367295829986474,5.645446897643238,0.0,470.6142517089843,206.2541622619629,156.08067626953127,566.2323852539063,265.413814678453,0,681,28,709,1399.1814754943848,0.2756477381618978,2.2817200222557283,24.32142857055995,1.9734576523165184,0.1896922017099192
50,0.0,0.6931471805599453,6.238324625039508,3.713572066704308,3.713572066704308,2.1972245773362196,486.831884765625,198.83802420043943,90.2874572753906,550.595361328125,259.41109638590166,0,551,49,600,1326.55272756958,0.1639815073222532,2.4483842399903546,11.244897958954189,2.210921212612282,0.1955527971066642
51,3.6635616461296463,1.0986122886681098,5.996452088619021,3.295836866004329,5.529429087511423,0.0,128.480712890625,218.0446438293457,153.60194091796876,571.7505249023438,202.0577380456544,1,690,28,718,1071.8778225402832,0.2686520330592362,0.5892403988175567,24.64285714197704,1.492866048104165,0.1885081805000888
52,3.7376696182833684,1.3862943611198906,6.144185634125646,3.9889840465642745,3.5553480614894135,2.3978952727983707,497.43528442382814,205.17192279052736,83.63501586914063,557.9878784179688,254.9220839636783,0,540,66,606,1344.230101501465,0.1498867970145092,2.424480297575931,8.181818181694215,2.21820148762252,0.1896417017285569
53,0.0,3.9318256327243257,5.438079308923196,7.815207062189088,0.0,4.477336814478207,589.4544616699219,209.2636290435791,36.41160278320312,78473.48631591797,14584.019267744708,0,229,2614,2843,79308.61600941468,0.0004639987910899,2.8168032082839938,0.0876052027543658,27.89610130474385,0.1838894687812136
54,3.6635616461296463,0.0,6.066108090103747,3.4011973816621555,5.564520407322694,0.0,473.4497131347656,212.8095452728272,161.87607421875,585.3169555664062,263.5731136271814,0,728,29,757,1433.4522881927492,0.2765613958027704,2.224757881633394,25.10344827499643,1.8935961534885808,0.183872958868622
55,0.0,0.0,6.171700597410915,3.9318256327243257,4.31748811353631,1.9459101490553132,466.52931518554686,201.58630911254883,87.57295532226561,654.1370727539063,272.9441787657676,0,552,56,608,1409.8256523742675,0.1338755422521017,2.314290673989978,9.857142856966837,2.3187921914012315,0.1936013707126924
56,0.0,1.0986122886681098,6.124683390894205,3.828641396489095,3.9889840465642745,2.5649493574615367,513.9556457519532,211.43705438232425,84.26903686523437,580.4821289062501,255.7720466824259,0,509,59,568,1390.143865905762,0.1451707686916558,2.430773769767804,8.627118643921575,2.447436383632596,0.1839896236319333
57,3.713572066704308,0.0,6.12029741895095,3.7612001156935624,2.0794415416798357,2.1972245773362196,472.59887695312494,205.65593627929687,79.510693359375,547.3543579101563,247.78765945119125,0,501,50,551,1305.119864501953,0.1452636527145012,2.298007465775268,10.0199999997996,2.3686385925582294,0.1898581626029879
58,3.6888794541139363,0.6931471805599453,6.16541785423142,3.8918202981106265,2.833213344056216,2.302585092994046,511.3095336914062,208.9184418640137,84.26903686523437,571.9157592773438,256.1756997784846,0,530,58,588,1376.412771697998,0.1473451911371824,2.447412153407565,9.13793103432521,2.340838047101458,0.186118368737795
59,0.0,0.6931471805599453,5.8805329864007,3.367295829986474,5.442417710521793,0.0,468.1090393066406,210.35805816650392,152.15229492187498,573.0758422851563,261.103680440052,0,587,29,616,1403.695234680176,0.2655011495771621,2.2252964463757063,20.24137930964685,2.2787260303212618,0.1860116597883564
60,0.0,0.6931471805599453,6.222576268071369,3.9889840465642745,4.430816798843313,2.3978952727983707,512.907550048828,209.25472755432128,94.1999084472656,583.1930053710938,260.03983053129963,0,586,64,650,1399.5551914215089,0.1615244140096697,2.451115709742946,9.156249999856932,2.1531618329528546,0.1858017691085086
61,3.6635616461296463,0.0,6.142037405587356,3.4339872044851463,5.288267030694535,0.0,133.7394836425781,226.07438589477545,165.91278076171872,596.8386108398438,204.0823918786964,1,699,30,729,1122.565261138916,0.2779860045045945,0.5915729157580661,23.29999999922333,1.53987004271245,0.1818000244114624
62,0.0,0.6931471805599453,6.194405391104672,4.04305126783455,2.0794415416798357,1.6094379124341003,493.6535705566406,204.8522525482178,78.58515014648437,550.0187622070313,252.17593804147384,0,496,61,557,1327.109735458374,0.1428772171898409,2.4098029892936395,8.131147540850309,2.382602756653485,0.1900189044685021
63,0.0,4.31748811353631,5.429345628954441,7.7406644019172415,0.0,4.23410650459726,604.1279663085937,215.2441125640869,36.41160278320312,80694.81291503906,14583.730997246705,0,227,2441,2668,81550.59659669494,0.0004512260635827,2.806710757888505,0.0929946743137677,30.566190628434924,0.1788304636122989
64,3.6635616461296463,0.0,6.163314804034641,3.2188758248682006,5.60947179518496,0.0,479.85529174804685,213.6051707611084,175.16024780273438,586.8195556640625,266.44840598409974,0,784,24,808,1455.440265975952,0.2984908156378997,2.2464591565644287,32.66666666530556,1.8012874578888003,0.1830706571837549
65,0.0,0.6931471805599453,5.910796644040527,3.7376696182833684,3.7376696182833684,1.9459101490553132,496.0697937011719,218.43556590270995,65.83463745117187,575.1343872070314,242.4874548831953,0,409,48,457,1355.474384262085,0.1144682684872377,2.271012010561722,8.520833333155817,2.9660270990352715,0.1788949003378073
66,0.0,1.0986122886681098,6.0844994130751715,3.871201010907891,2.833213344056216,2.1972245773362196,512.6554138183593,211.47639756774905,76.67830810546874,578.8590454101563,253.8448103870363,0,454,57,511,1379.6691649017334,0.1324645588823875,2.4241731924325016,7.96491228056202,2.6999396573366603,0.1839896236319323
67,3.713572066704308,0.0,6.180016653652572,3.7376696182833684,3.912023005428146,1.3862943611198906,485.4808959960938,211.24796759033205,89.43041381835937,561.0722534179687,249.0119457483713,0,571,44,615,1347.231530822754,0.1593919736244364,2.2981565291803268,12.977272726977793,2.190620375317989,0.1848323321204596
68,3.713572066704308,0.6931471805599453,6.1092475827643655,3.7376696182833684,2.8903717578961645,2.3978952727983707,514.2717224121094,212.15521595764164,77.66757202148438,577.6438842773438,253.422983843704,0,506,52,558,1381.738394668579,0.1344558025028089,2.424035252154081,9.7307692305821,2.476233682197317,0.1834088021447114
69,0.0,0.6931471805599453,6.173786103901937,3.367295829986474,5.087596335232384,0.0,477.7874450683594,214.890512878418,156.3084777832031,583.8023071289062,260.9153034088762,0,640,29,669,1432.7887428588867,0.2677421378336926,2.223399435676629,22.06896551648038,2.1416872090534307,0.1821031221169995
70,0.0,0.0,6.194405391104672,3.8501476017100584,2.833213344056216,2.302585092994046,519.1959594726563,213.54821420288087,81.05114135742187,586.1138671875,255.01995298453943,0,505,55,560,1399.9091822204591,0.1382856572669266,2.4312821411700707,9.18181818165124,2.499837825389213,0.1821689265441195
71,3.6635616461296463,0.0,5.971261839790462,3.2188758248682006,5.6937321388027,0.6931471805599453,133.48157958984373,225.9094089660645,162.84781494140623,596.3824951171874,203.51668284029583,1,725,25,750,1118.621298614502,0.2730593474396562,0.5908633031274236,28.99999999884,1.4914950648173473,0.1819352832743171
72,0.0,1.0986122886681098,6.240275845170769,4.04305126783455,3.7612001156935624,2.0794415416798357,518.8531860351563,215.01931004333497,88.04767456054687,583.5269165039064,254.4079489981936,0,554,65,619,1405.4470871429444,0.1508887971919399,2.4130539063127574,8.523076922945798,2.2705122570931726,0.1810156720415454
73,0.0,4.663439094112067,4.574710978503383,8.012680929706839,0.0,7.720017940432244,489.1329162597656,163.94009980773927,15.6052001953125,61785.879858398446,14589.797953878237,0,96,5375,5471,62454.55807466126,0.000252569037312,2.983607530008903,0.0178604651162757,11.4155653581886,0.2336066158123581
74,3.713572066704308,0.0,6.082218910376446,4.07753744390572,6.139884552226255,3.6635616461296463,411.875244140625,154.92824006652833,155.16787719726562,474.1417602539063,298.4067514598957,0,940,96,1036,1196.113121658325,0.3272605161668208,2.6584904337718003,9.79166666656467,1.1545493452289293,0.2494803761085127
75,0.0,0.0,6.419994928147142,4.343805421853684,6.210600077024653,4.02535169073515,451.8233459472656,161.04228085327148,148.2079833984375,519.2800048828126,306.0371088992633,0,1110,131,1241,1280.3536150817872,0.2854105338248073,2.805619391072363,8.473282442683411,1.031711212796741,0.2390254577283128
76,0.0,1.0986122886681098,5.978885764901122,3.5263605246161616,3.9512437185814275,4.04305126783455,135.81161499023438,174.5120004272461,67.00391235351563,487.5618896484376,202.56521331722763,1,445,91,536,864.8894174194337,0.1374264760555674,0.7782365376418677,4.890109890056152,1.6135996593616049,0.2342093789531918
77,3.713572066704308,1.0986122886681098,6.0063531596017325,3.4339872044851463,4.927253685157205,3.784189633918261,394.6512084960938,166.27716485595707,92.73751831054688,488.1935668945313,267.56997910439225,0,582,75,657,1141.859458557129,0.1899605496653171,2.3734540388369,7.759999999896533,1.7379900434633049,0.2343282941687617
78,3.7612001156935624,0.6931471805599453,6.706862336602747,3.871201010907891,6.684611727667927,3.5263605246161616,178.52118530273435,171.24043368530275,278.25397338867185,541.9119506835938,277.07964650399686,1,1658,81,1739,1169.9275430603027,0.513467128815217,1.0425177130172965,20.469135802216428,0.6727587941688499,0.2368348776360744
79,0.0,0.6931471805599453,5.883322388488279,4.430816798843313,6.74993119378857,4.02535169073515,442.451953125,154.02623080444337,228.19976806640625,524.8101928710937,336.61955262817344,0,1211,139,1350,1349.4881448669437,0.4348234298147919,2.872575345194797,8.712230215764661,0.9996208480488472,0.2494423933313722
80,0.0,1.0986122886681098,6.2324480165505225,4.0943445622221,6.655440350367647,4.060443010546419,411.0313293457031,165.3965960083008,228.77484741210927,532.8171752929688,314.2032639725959,0,1284,118,1402,1338.0199480590825,0.4293683800374648,2.485125687366561,10.881355932111177,0.9543651555336148,0.2348270400812342
81,3.6635616461296463,0.0,5.768320995793772,2.70805020110221,5.777652323222656,0.0,353.17051391601564,166.7441537475586,135.14364624023438,451.91601562500006,260.5524815934836,0,679,14,693,1106.9743295288088,0.2990459323576563,2.1180383598250656,48.49999999653571,1.597365554873321,0.2353735535169584
82,3.6635616461296463,1.0986122886681098,6.016157159698354,3.6375861597263857,5.187385805840755,3.5553480614894135,355.07504882812503,157.87771659851074,137.07756958007812,456.79387207031255,274.15011729556903,0,625,73,698,1106.8242070770266,0.300086270769145,2.249051078746254,8.561643835499154,1.585708033059371,0.247690749391283
83,0.0,0.0,6.418364935936212,4.204692619390966,5.3471075307174685,4.007333185232471,409.52246704101566,156.09959422302248,132.26028442382812,469.7561645507813,289.4035769928975,0,821,120,941,1167.6385102386475,0.281550928767533,2.623469132490502,6.841666666609653,1.2408485762352888,0.2478537445065082
84,0.0,0.0,6.38856140554563,4.0943445622221,6.042632833682381,4.04305126783455,423.1547973632812,165.9946323852539,199.65767211914056,516.0235107421876,304.7975072106302,0,1014,115,1129,1304.8306126098632,0.3869158438761628,2.549207714009931,8.817391304271153,1.1557401351715744,0.2335916281123681
85,0.0,4.74493212836325,5.429345628954441,8.033334015880062,0.0,7.1180162044653335,490.866064453125,162.57115653991698,36.40523071289062,61298.53483886719,14590.634249595949,0,227,4428,4655,61988.37729057312,0.0005939005036349,3.019392092038052,0.0512646793134482,13.31651499260146,0.2353769349567178
86,3.7612001156935624,0.0,6.093569770045136,4.060443010546419,4.290459441148391,3.4965075614664802,421.7219055175781,161.60262062072755,84.60994262695313,475.9404052734375,273.95877642196206,0,556,89,645,1143.8748740386964,0.1777742374660651,2.609622937394849,6.247191011165762,1.7734494171115085,0.2395006504989939
87,0.0,0.6931471805599453,6.052089168924417,4.204692619390966,1.9459101490553132,2.1972245773362196,437.0684326171875,163.71913929748538,64.97440795898436,459.4599975585938,265.5762146180718,0,430,75,505,1125.221977432251,0.1414147222915895,2.669623322538631,5.733333333256889,2.2281623315445995,0.2360211762161622
88,0.0,1.0986122886681098,6.903747257584598,3.7376696182833684,7.126087273299125,3.258096538021482,167.19252319335936,163.17766529846193,330.71363525390626,521.1836425781252,293.9922923831712,1,2238,68,2306,1182.267466323853,0.6345433897682196,1.0246042121422034,32.911764705398355,0.5126918761159324,0.2486681742982097
89,3.7376696182833684,1.0986122886681098,6.0330862217988015,3.8918202981106265,3.6888794541139363,1.9459101490553132,387.1136535644532,165.7898731842041,77.70899047851562,447.98137207031255,253.7485340453028,0,496,56,552,1078.5938892974857,0.1734647807323234,2.334965617182227,8.857142856984694,1.9539744371295864,0.2352586423517939
90,3.7376696182833684,1.3862943611198906,6.693323668269949,3.8066624897703196,5.3706380281276624,4.0943445622221,148.19727172851563,171.0743291015625,153.40122070312498,494.6790161132813,230.5138135567336,1,1061,106,1167,967.3518376464845,0.3101025426711976,0.8662741657731031,10.00943396216972,0.828921883158231,0.2382936637793785
91,0.0,0.6931471805599453,6.013715156042802,4.477336814478207,4.859812404361672,3.713572066704308,435.7963806152344,160.80894108581546,78.35256958007812,480.54975585937495,277.3326686210887,0,536,128,664,1155.507647140503,0.1630477773103763,2.710025808701534,4.187499999967286,1.7402223601487392,0.2400093753660175
92,0.0,0.6931471805599453,6.1463292576688975,3.8501476017100584,6.639875833826536,2.5649493574615367,417.90179443359375,166.04143006896973,277.478173828125,542.9635986328125,328.2280646807509,0,1230,59,1289,1404.384996963501,0.5110437873299548,2.516852536487371,20.84745762676529,1.0895151256496598,0.233716584405414
